DateTime,V L1,A L1,W L1,S L1,Q L1,PF L1,V L2,A L2,W L2,S L2,Q L2,PF L2,V L3,A L3,W L3,S L3,Q L3,PF L3,V Total,A Total,W Total,S Total,Q Total,PF Total,kWh
2017-11-04 05:18:19,246.29,0,722.98,722.98,0,1,241.72,24.3276,4509.49,5880.467472,3774.1750925401006,0.7668591011636497,243.24,0,0,0,0,0,243.75,24.3276,5232.469999999999,6603.447472,4028.2472881593544,0.7923845873215116,3231853.75
2017-11-04 05:23:19,246.11,0,647.72,647.72,0,1,241.51,24.4096,4509.54,5895.162496,3796.9711406126,0.7649560131819647,242.99,0,0,0,0,0,243.53666666666666,24.4096,5157.26,6542.882496,4026.410392503873,0.7882244565988917,3231854.18
2017-11-04 05:28:19,245.97,4.3637,1447.44,1447.44,0,1,241.31,24.878,4564.95,6003.31018,3898.8414451977446,0.7604054868276021,242.93,0,0,0,0,0,243.40333333333334,29.2417,6012.389999999999,7450.750180000001,4400.5505033654645,0.8069509585946147,3231854.63
2017-11-04 05:33:19,245.58,4.201,1405.8,1405.8,0,1,240.91,25.1815,4648.89,6066.475165,3897.427702403442,0.7663247394172759,242.5,0,0,0,0,0,242.99666666666667,29.3825,6054.6900000000005,7472.275165,4378.998189697703,0.8102873443901073,3231855.17
2017-11-04 05:38:19,245.61,0,589.73,589.73,0,1,241.15,22.9848,4252.14,5542.78452,3555.5260729674915,0.7671487110236788,242.6,0,0,0,0,0,243.12,22.9848,4841.870000000001,6132.514520000001,3763.5128857373174,0.7895407314910036,3231855.61
2017-11-04 05:43:19,245.86,0,526.44,526.44,0,1,241.09,26.1706,4801.86,6309.469954,4092.8659446442625,0.7610560054978589,242.82,0,0,0,0,0,243.25666666666666,26.1706,5328.299999999999,6835.909954000001,4282.392323129246,0.7794573123190672,3231856.03
2017-11-04 05:48:19,245.81,8.3779,2195.76,2195.76,0,1,241.05,24.6664,4549.73,5945.83572,3827.913182966396,0.765196048840717,242.81,0,0,0,0,0,243.22333333333336,33.0443,6745.49,8141.59572,4558.941272688466,0.8285218564008973,3231856.53
2017-11-04 05:53:19,245.75,0,523.63,523.63,0,1,240.93,22.4171,4176.3,5400.951903,3424.733532483852,0.7732525812126271,242.49,0,0,0,0,0,243.0566666666667,22.4171,4699.93,5924.581903,3607.121944217454,0.7932931094462752,3231857.01
2017-11-04 05:58:19,244.97,0,523.13,523.13,0,1,239.94,26.8238,4918.54,6436.102572,4151.0698121936,0.7642109405462099,241.72,0,0,0,0,0,242.21,26.8238,5441.67,6959.232572,4338.103917875381,0.7819353561905935,3231857.43
2017-11-04 06:03:19,244.67,4.2475,1412.48,1412.48,0,1,239.74,24.2465,4472.12,5812.85591,3713.413057555264,0.7693498805477873,241.59,0,1.32,1.32,0,1,242,28.494,5885.92,7226.6559099999995,4192.9108498915075,0.814473537041561,3231857.88
2017-11-04 06:08:19,245.88,4.5534,1474.06,1474.06,0,1,240.89,22.7888,4244.98,5489.594031999999,3480.773970795865,0.7732775821408865,242.7,0,0,0,0,0,243.15666666666667,27.3422,5719.039999999999,6963.654031999999,3973.0415245489,0.8212699789104055,3231858.41
2017-11-04 06:13:19,245.75,0,589.91,589.91,0,1,240.65,24.9489,4619.75,6003.9527849999995,3834.756704408931,0.7694514206610304,242.36,0,0,0,0,0,242.92,24.9489,5209.66,6593.862784999999,4042.0872221920135,0.7900771019759703,3231858.84
2017-11-04 06:18:19,245.62,0,588.22,588.22,0,1,240.62,22.5901,4249.33,5435.629862,3389.5820609281814,0.7817548486343201,242.31,0,0,0,0,0,242.85,22.5901,4837.55,6023.849862,3589.5511080659403,0.8030661638027392,3231859.26
2017-11-04 06:23:19,245.42,8.5243,2249.5,2249.5,0,1,240.38,25.5348,4984.38,6138.055224,3582.1331561617985,0.8120454798957997,242.21,0,0.37,0.37,0,1,242.67,34.0591,7234.25,8387.925224,4245.340563596218,0.8624600013482427,3231859.76
